exchange,market_type,symbol,timestamp_ms,sum_open_interest,sum_open_interest_value
binance,usdm_futures,ETHUSDT,1779018300000,2295929.96200000,5031966738.41578000
binance,usdm_futures,ETHUSDT,1779019200000,2296572.27700000,5032088413.30301000
binance,usdm_futures,ETHUSDT,1779020100000,2297459.44600000,5035158071.04252000
binance,usdm_futures,ETHUSDT,1779021000000,2298528.83400000,5040696718.25034000
binance,usdm_futures,ETHUSDT,1779021900000,2298824.78700000,5048403138.23496000
binance,usdm_futures,ETHUSDT,1779022800000,2297579.24500000,5039438242.36955900
binance,usdm_futures,ETHUSDT,1779023700000,2296795.20200000,5029798410.90692900
binance,usdm_futures,ETHUSDT,1779024600000,2296334.23400000,5031819426.91016000
binance,usdm_futures,ETHUSDT,1779025500000,2297348.86900000,5037396865.05630000
binance,usdm_futures,ETHUSDT,1779026400000,2296910.80100000,5032761256.07110000
binance,usdm_futures,ETHUSDT,1779027300000,2299225.90600000,5027680001.98872100
binance,usdm_futures,ETHUSDT,1779028200000,2293017.93500000,5014272259.70930500
binance,usdm_futures,ETHUSDT,1779029100000,2294095.24400000,5011290473.85092000
binance,usdm_futures,ETHUSDT,1779030000000,2294807.97100000,5015660153.68340200
binance,usdm_futures,ETHUSDT,1779030900000,2295221.42900000,5017248458.07678200
binance,usdm_futures,ETHUSDT,1779031800000,2294419.21300000,5006858662.41647000
